Station,StationID,Date,Time,SampleDescription,FieldNotes,Weather,NorthLat,WestLong,Chla,Pheophytin,DissAmmonia,DissCalcium,DissChloride,DissNitrateNitrite,DOC,TOC,DON,DissOrthoPhos,TotPhos,DissSilica,TDS,TSS,VSS,TKN,Depth,Secchi,Microcystis,SpCndSurface,FluorescenceSurface,DOSurface,WTSurface,TurbiditySurface,pHSurface,SpCndBottom,FluorescenceBottom,DOBottom,WTBottom,TurbidityBottom,pHBottom
NZ325,E3B80352175,2007-02-15,11:35,No lab data collected due to high surface specific conductance,N/A,Mostly sunny and warm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,39.8,40,N/A,25988,2.9,9.9,12.1,11.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NZ325,E3B80352175,2007-03-14,10:05,,No Tow,Mostly sunny and cool with light winds,N/A,N/A,23,6.04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,36,36,N/A,26022,10.9,9.7,14.9,10.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NZ325,E3B80352175,2007-04-13,09:55,No lab data collected due to high surface specific conductance,"Surface EC above 20,000. DFG, not sampled.",Mostly sunny and cool with a light breeze.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,36.1,40,N/A,24945,2.5,8.7,16.4,22.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NZ325,E3B80352175,2007-05-11,08:30,No lab data collected due to high surface specific conductance,"Not to DFG specifications. Over 20,000 EC.",Overcast and cool with medium winds,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,38.6,52,N/A,30291,1.6,8,17,13,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NZ325,E3B80352175,2007-06-12,12:10,No lab data collected due to high surface specific conductance,"Surface EC above 20,000.","clear, warm, light breeze",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,39.8,40,N/A,31141,1.6,7.8,19.5,21.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NZ325,E3B80352175,2007-07-24,09:25,No lab data collected due to high surface specific conductance,N/A,"partly cloudy, cool, medium winds",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,39.5,52,N/A,32970,1.9,7.3,21.7,11.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NZ325,E3B80352175,2007-08-22,11:35,No lab data collected due to high surface specific conductance,"Specific conductance values above 20,000 (as specified by DFG).",Mostly sunny and warm with light winds.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,37.2,52,N/A,36607,2.6,7.8,21.6,10.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NZ325,E3B80352175,2007-09-21,11:50,No lab data collected due to high surface specific conductance,"Surface EC over 20,000.",Mostly sunny and warm with medium winds.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,36.3,58,N/A,36557,2.3,8.6,19.2,14.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NZ325,E3B80352175,2007-10-19,10:40,No lab data collected due to high surface specific conductance,"Not to DFG Criteria - Specific Conductance more than 20,000",Overcast and cool with light to medium winds,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,36,52,N/A,35916,1.7,8,16.9,6.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NZ325,E3B80352175,2007-11-19,10:35,No lab data collected due to high surface specific conductance,N/A,overcast and cool with light winds,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,37.5,80,N/A,38181,2.2,8.1,15.2,5.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NZ325,E3B80352175,2007-12-19,10:10,No lab data collected due to high surface specific conductance,Not sampled,"clearing, mostly cloudy and cool",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,37.7,72,N/A,37722,1.6,9.1,10.9,6.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NZ325,E3B80352175,2008-01-18,09:00,No lab data collected due to high surface specific conductance,"Specific conductance under 20,000 (as specified by Fish and Game)",Mostly sunny and cool with light winds,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,41,60,N/A,28363,1.8,9.2,9.4,16.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NZ325,E3B80352175,2008-02-20,12:40,No lab data collected due to high surface specific conductance,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,44.1,N/A,N/A,23573,2.1,9.1,12.2,11.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NZ325,E3B80352175,2008-03-18,10:30,,DO probe not working properly on the vertical seabird.  EC values were varible due to vertical mixing in the water column.  Chlorphyll sample collected for Fluoroprobe Study only.  No zooplankton tow.,Partly cloudy and  warm with light winds,N/A,N/A,1.98,0.38,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,43.3,74,N/A,21432,1.4,9.1,14.4,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NZ325,E3B80352175,2008-04-16,10:10,,"No zooplankton tow conducted (above 20,000)",Mostly sunny and cool with light to medium winds,N/A,N/A,4.31,0.89,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,40.6,72,N/A,28479,2.5,9.1,15.3,12,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NZ325,E3B80352175,2008-05-14,10:00,,N/A,Mostly sunny and cool with light winds(10mph),N/A,N/A,2.89,0.22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,40.7,52,N/A,32935,1.8,8.2,16.9,12.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NZ325,E3B80352175,2008-06-13,10:10,,"Vertical seabird dissolved oxygen values not reading properly.  Surface Winkler dissolved values recorded on data sheets.  Zooplankton tows not conducted at Stations NZ325, NZ002, and NZ004 (surface EC values above 20,000).  Chlorophyll (fluoroprobe)",Mostly sunny and warm with light winds.,N/A,N/A,4.57,0.53,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,34.7,70,N/A,33874,2.9,7.7,19.4,5.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NZ325,E3B80352175,2008-07-11,09:40,,N/A,cloudy and cool with medium winds.,N/A,N/A,2,0.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,41,96,N/A,36383,2.1,7.5,20.4,6.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NZ325,E3B80352175,2008-08-13,12:10,No lab data collected due to high surface specific conductance,N/A,"mostly sunny, clear, with light to medium winds",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,39.1,86,N/A,37178,1.8,7.4,20.7,4.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NZ325,E3B80352175,2008-09-09,11:50,,N/A,Sunny and cool with medium winds,N/A,N/A,2.9,1.19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,38.6,40,N/A,37952,2.4,7,20.5,19.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NZ325,E3B80352175,2008-10-08,10:55,,Chlorphyll  and phytoplankton taken for fluoroprobe study (only).,Mostly sunny and warm with a light breeze,N/A,N/A,1.32,0.34,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,39.7,92,N/A,36001,1.3,7.3,19.6,6.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NZ325,E3B80352175,2008-11-21,09:05,No lab data collected due to high surface specific conductance,"surface EC above 20,000",mostly sunny and cool with light winds,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,38.6,90,N/A,34765,1,8.1,14.8,15.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NZ325,E3B80352175,2008-12-09,09:00,No lab data collected due to high surface specific conductance,"EC was above 20,000",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,46.2,N/A,N/A,38513,1,8.3,12.2,9.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NZ325,E3B80352175,2009-01-21,11:15,,N/A,Mostly cloudy and cool,N/A,N/A,1.14,0.41,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,40,92,N/A,39922,1,8.7,10.7,8.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NZ325,E3B80352175,2009-02-23,11:50,No lab data collected due to high surface specific conductance,"Specific conductance below 20,000 as specified by DFG",Cloudy and cool with rain,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,44.3,N/A,N/A,20233,1.6,9.1,11.4,9.8,7.84,N/A,N/A,N/A,N/A,N/A,N/A
NZ325,E3B80352175,2009-03-24,12:30,No lab data collected due to high surface specific conductance,"No sample taken.  Specific conductance above 20,000 as specified by DFG.  Red discoloration observed in the area from station D41 past NZ325. Phytoplankton and chlorophyll samples taken near navigational marker 9 and 10.",Sunny and Warm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,37.6,30,N/A,25900,5.1,9.6,13.5,26.2,8.04,N/A,N/A,N/A,N/A,N/A,N/A
NZ325,E3B80352175,2009-04-21,09:25,No lab data collected due to high surface specific conductance,"Not sampled, specific conductance above 20000 as specified by DFG",Partly cloudy and warm with calm conditions,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,43,64,N/A,29866,2.5,8.5,16.6,9.4,8.02,N/A,N/A,N/A,N/A,N/A,N/A
NZ325,E3B80352175,2009-05-20,11:05,No lab data collected due to high surface specific conductance,"Reason for Not Sampled:   Specific Conductance above 20,000 as specified by DFG",Mostly sunny and cool with light winds.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,37.5,36,N/A,28875,2.4,7.8,19,23.1,8.04,N/A,N/A,N/A,N/A,N/A,N/A
NZ325,E3B80352175,2009-06-19,12:10,No lab data collected due to high surface specific conductance,Reason for Not Sampled: EC too high,Mostly sunny and warm with light winds,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,43.2,56,N/A,31125,1.3,7.5,20.2,13.7,7.92,N/A,N/A,N/A,N/A,N/A,N/A
NZ325,E3B80352175,2009-07-17,11:00,No lab data collected due to high surface specific conductance,Reason for Not Sampled:,sunny and warm with a light breeze,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,35.6,68,N/A,33862,1.7,7.8,20.6,9.2,8.16,N/A,N/A,N/A,N/A,N/A,N/A
NZ325,E3B80352175,2009-08-18,12:55,No lab data collected due to high surface specific conductance,N/A,"mostly sunny, warm, light winds",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,41.2,50,N/A,34899,1,7.3,21.1,13.2,8,N/A,N/A,N/A,N/A,N/A,N/A
NZ325,E3B80352175,2009-09-15,11:45,No lab data collected due to high surface specific conductance,"Reason for Not Sampled:   Specific conductance below 20,000 (as specified by DFG)",Mostly sunny and warm with light winds,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,40.2,52,N/A,35917,2.1,6.9,20.9,13.4,7.83,N/A,N/A,N/A,N/A,N/A,N/A
NZ325,E3B80352175,2009-10-13,10:40,No lab data collected due to high surface specific conductance,"Reason for Not Sampled:   surface EC above 20,000. no secchi or fluorescence data due to rough seas.",cloudy and windy with rough seas and strong winds of 47-50 mph,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,44.6,N/A,N/A,37500,1.3,7.5,16.7,47.1,8.1,N/A,N/A,N/A,N/A,N/A,N/A
NZ325,E3B80352175,2009-11-10,09:45,No lab data collected due to high surface specific conductance,N/A,mostly cloudy and cool with a light breeze,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,44.1,60,N/A,36320,2,7.5,15.6,11.3,7.96,N/A,N/A,N/A,N/A,N/A,N/A
NZ325,E3B80352175,2010-01-12,10:35,No lab data collected due to high surface specific conductance,"Surface EC above 20,000.",mostly cloudy and cool with light winds (8 mph),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,49.1,60,N/A,35503,2,9.3,10.2,14.7,8,N/A,N/A,N/A,N/A,N/A,N/A
NZ325,E3B80352175,2010-02-10,10:25,,N/A,Mostly cloudy/cool/light breeze,N/A,N/A,1.12,0.23,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,41.3,62,N/A,16077,2.6,9.2,11.4,14.3,7.99,N/A,N/A,N/A,N/A,N/A,N/A
NZ325,E3B80352175,2010-03-12,10:30,,N/A,rainy and cool w/ light wind,N/A,N/A,3.51,0.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,39,64,N/A,19315,2,9.1,12.8,10.2,8.08,N/A,N/A,N/A,N/A,N/A,N/A
NZ325,E3B80352175,2010-04-09,10:45,No lab data collected due to high surface specific conductance,"Not sampled.  No Tow.  EC above 20,000.",Mostly Sunny & Warm w/light winds,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,38.6,60,N/A,25376,3.5,9.6,16.2,3.5,8.3,N/A,N/A,N/A,N/A,N/A,N/A
NZ325,E3B80352175,2010-05-11,11:00,No lab data collected due to high surface specific conductance,EC above 20000,Mostly sunny & cool  w/ calm conditions,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,38.1,46,N/A,20194,1.9,8.3,16.4,12.2,7.82,N/A,N/A,N/A,N/A,N/A,N/A
NZ325,E3B80352175,2010-06-08,11:30,No lab data collected due to high surface specific conductance,"surface EC above 20,000.",mostly sunny and cool with 15 mph winds,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,41.1,52,N/A,24983,1.3,7.9,19.2,20.9,8.03,N/A,N/A,N/A,N/A,N/A,N/A
NZ325,E3B80352175,2010-07-08,11:40,No lab data collected due to high surface specific conductance,"not sampled. Surface EC above 20,000.",overcast and warm with medium winds (10-14 mph),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,38.8,64,N/A,30694,1.2,7.7,19.2,10.7,8.05,N/A,N/A,N/A,N/A,N/A,N/A
NZ325,E3B80352175,2010-08-06,11:15,No lab data collected due to high surface specific conductance,Not collected,"mostly sunny and cool, winds 10-15",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,42.7,44,N/A,32904,1.2,8,18.7,16.9,8.18,N/A,N/A,N/A,N/A,N/A,N/A
NZ325,E3B80352175,2010-09-17,11:20,No lab data collected due to high surface specific conductance,not sampled - EC too high,mostly cloudy and cool w/ (15 mph) wind,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,41.8,54,N/A,35276,2.4,6.9,19.4,20.8,7.94,N/A,N/A,N/A,N/A,N/A,N/A
NZ325,E3B80352175,2010-10-18,10:20,No lab data collected due to high surface specific conductance,"No sample collected at this station.  EC values were above 20,000 (as specified by DFG).",partly cloudy and warm with medium winds (7 mph),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,42.6,84,N/A,36346,1.2,7.2,18.2,7.6,7.93,N/A,N/A,N/A,N/A,N/A,N/A
NZ325,E3B80352175,2010-11-17,10:35,No lab data collected due to high surface specific conductance,"Not sampled, EC too high","mostly sunny and clear, no wind",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,39.7,64,N/A,37223,1.3,7.4,15.3,12.6,8,N/A,N/A,N/A,N/A,N/A,N/A
NZ325,E3B80352175,2010-12-17,10:45,No lab data collected due to high surface specific conductance,"No zoo tow. EC below 20,000 (as specified by DFG).",Cold and raining with medium winds (25 mph),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,43.6,80,N/A,31660,1.9,8.5,11.8,13.4,7.96,N/A,N/A,N/A,N/A,N/A,N/A
NZ325,E3B80352175,2011-01-19,11:30,No lab data collected due to high surface specific conductance,Did not do San Pablo Loop. Too shallow.,"partly cloudy/low fog, cool, 20 mph winds",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,41.8,44,N/A,22971,2.2,9.4,10.5,11.9,7.93,N/A,N/A,N/A,N/A,N/A,N/A
NZ325,E3B80352175,2011-02-16,11:45,,No zooplankton was collected,"mostly cloudy and cool, no rain",N/A,N/A,3.63,6.24,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,43,24,N/A,28860,4.6,9,11.7,8.64,7.9,N/A,N/A,N/A,N/A,N/A,N/A
NZ325,E3B80352175,2011-03-16,09:30,,N/A,overcast and cool with medium winds (6 mph),N/A,N/A,8.01,6.12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,40.2,20,N/A,16216,6.5,9.1,14.2,87.7,7.94,N/A,N/A,N/A,N/A,N/A,N/A
NZ325,E3B80352175,2011-04-15,11:30,,NZ325 (post tow): Instruments varied for EC measurements. A lot of mixing in the water column,mostly cloudy and warm w/ light winds (3 mph),N/A,N/A,13.2,2.76,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,39.3,26,N/A,11312,5.2,9.5,14.5,30.6,7.85,N/A,N/A,N/A,N/A,N/A,N/A
NZ325,E3B80352175,2011-05-16,11:25,,N/A,mostly overcast and cool with medium winds (10-12 mph),N/A,N/A,4.98,1.18,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,39.9,52,N/A,12148,2.6,8.6,16.2,16,7.96,N/A,N/A,N/A,N/A,N/A,N/A
NZ325,E3B80352175,2011-06-10,09:30,,N/A,partly overcast and cool with medium winds (12 mph),N/A,N/A,2.06,0.89,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,37.3,56,N/A,15715,1.5,8.5,16.9,15.9,7.95,N/A,N/A,N/A,N/A,N/A,N/A
NZ325,E3B80352175,2011-07-12,11:45,No lab data collected due to high surface specific conductance,"surface EC above 20,000",mostly sunny and warm with 15-20 mph winds,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,41.7,60,N/A,27053,2.1,8.2,19,15.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NZ325,E3B80352175,2011-08-25,12:20,No lab data collected due to high surface specific conductance,Not sampled,Sunny and clear with med. winds (15mph),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,38.3,72,N/A,30697,1.7,7.6,20,26.9,7.92,N/A,N/A,N/A,N/A,N/A,N/A
NZ325,E3B80352175,2011-09-23,10:55,No lab data collected due to high surface specific conductance,N/A,partly overcast and warm w/ light wind,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,40,64,N/A,30719,0.9,7.5,19.9,11.9,7.95,N/A,N/A,N/A,N/A,N/A,N/A
NZ325,E3B80352175,2011-10-21,09:45,No lab data collected due to high surface specific conductance,Sample delivered at Fish & Game.,Mostly sunny and clear with light winds (6mph),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,40.3,96,N/A,30648,9,7.9,18.1,9.8,8.16,N/A,N/A,N/A,N/A,N/A,N/A
NZ325,E3B80352175,2011-11-22,11:15,No lab data collected due to high surface specific conductance,"Specific conductace over 20,000 (as specified by DFG)",Mostly cloudy and cool with light winds.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,46.3,68,N/A,34411,3.6,8.2,13.4,26.9,7.96,N/A,N/A,N/A,N/A,N/A,N/A
NZ325,E3B80352175,2011-12-21,10:45,No lab data collected due to high surface specific conductance,Not sampled - EC too high,"partly foggy, cold, medium winds",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,44.2,48,N/A,34647,3.5,9.1,9.9,21.2,7.87,N/A,N/A,N/A,N/A,N/A,N/A
NZ325,E3B80352175,2012-01-23,12:35,No lab data collected due to high surface specific conductance,Not sampled,"cloudy, cool, light wind 6 mph",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,46.2,48,N/A,33752,3,9.5,10.3,77.5,8.03,N/A,N/A,N/A,N/A,N/A,N/A
NZ325,E3B80352175,2012-02-17,09:50,No lab data collected due to high surface specific conductance,Not collected,"Sunny and hazy, cool, calm, winds 5mph",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,42.5,44,N/A,28150,3.9,9.2,11.4,13.7,7.89,N/A,N/A,N/A,N/A,N/A,N/A
NZ325,E3B80352175,2012-03-20,11:00,,N/A,"Clear, cool, calm.",N/A,N/A,1.79,1.07,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,40.3,38,N/A,19364,2.5,9.05,12.6,20.3,7.92,N/A,N/A,N/A,N/A,N/A,N/A
NZ325,E3B80352175,2012-04-17,11:35,No lab data collected due to high surface specific conductance,"No zooplankton tow conducted. DFG specifications.  Conductance over 20,000.",mostly sunny and warm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,38.7,24,N/A,22194,7.1,8.8,15.6,43.7,8.04,N/A,N/A,N/A,N/A,N/A,N/A
NZ325,E3B80352175,2012-05-16,10:45,No lab data collected due to high surface specific conductance,"Surface EC above 20,000",mostly sunny and cool with medium winds,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,38,32,N/A,26433,4.3,7.7,17.4,34.2,7.78,N/A,N/A,N/A,N/A,N/A,N/A
NZ325,E3B80352175,2012-06-15,11:15,No lab data collected due to high surface specific conductance,"No tow. No chlorophyll samples. Specific conductance values above 20,000 (as specified by DFG).",Mostly sunny and clear with medium winds (13mph),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,41.3,64,N/A,34005,3.8,7.45,19.6,10,7.9,N/A,N/A,N/A,N/A,N/A,N/A
NZ325,E3B80352175,2012-07-13,10:30,No lab data collected due to high surface specific conductance,Due to Fish and Game Protocol,Mostly sunny withh high winds (20 mph),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,36.3,N/A,N/A,33927,5,7.8,19.8,22.7,7.9,N/A,N/A,N/A,N/A,N/A,N/A
NZ325,E3B80352175,2012-08-14,12:25,No lab data collected due to high surface specific conductance,"Surface SC above 20,000",mostly cloudy and cool w/medium winds (12 mph),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,45.2,78,N/A,34165,3.3,7.5,20.7,5.5,7.94,N/A,N/A,N/A,N/A,N/A,N/A
NZ325,E3B80352175,2012-09-11,11:10,No lab data collected due to high surface specific conductance,"Not sampled.  Surface SC above 20,000 uS/cm.","mostly sunny, clear, warm w/ med. wind (12-14 mph)",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,38.1,40,N/A,35493,3.7,7.6,19.1,26.1,7.94,N/A,N/A,N/A,N/A,N/A,N/A
NZ325,E3B80352175,2012-10-10,10:15,No lab data collected due to high surface specific conductance,"Not sampled.  Surface SC above 20,000 uS/cm.",Overcast and cool with light winds (5 mph),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,39.2,52,N/A,37491,2.1,7.5,18,12.5,7.9,N/A,N/A,N/A,N/A,N/A,N/A
NZ325,E3B80352175,2012-11-09,10:50,No lab data collected due to high surface specific conductance,"Surface EC above 20,000",Mostly sunny and cool with lightbreeze (1mph),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,44.7,44,N/A,38200,4.1,7.55,15.9,19.6,7.93,N/A,N/A,N/A,N/A,N/A,N/A
