"Phase","Week","Week_num","WeekStartDate","WeekEndDate","Stratum","NumOfSites","NumOfTows","RawCatch","TotalRawSampleVolume","AdjCatch","TotalEffSampleVolume","StratumVolume","nHat","nVar","nSE","lowCI","uppCI","SpatialCoverage"
"19_3","Week.18",18,2019-10-28,2019-10-31,"Lower San Joaquin",3,12,0,36974.93369724,0,26704.11878134,122096565,0,NA,NA,NA,NA,""
"19_3","Week.18",18,2019-10-28,2019-10-31,"Total",36,140,2,560249.67344808,2,404624.764156947,NA,1818.88811844003,2053934.13053156,1433.15530579612,366,5578,"Full"
"19_3","Week.19",19,2019-11-04,2019-11-07,"Western Delta",4,16,0,70797.46240952,0,51131.5006290978,190166275,0,NA,NA,NA,NA,""
"19_3","Week.19",19,2019-11-04,2019-11-07,"Suisun Bay",6,24,0,100835.73472434,0,72825.8084120233,285840678,0,NA,NA,NA,NA,""
"19_3","Week.19",19,2019-11-04,2019-11-07,"Suisun Marsh",6,24,0,110529.17786064,0,79826.6284549067,76278718,0,NA,NA,NA,NA,""
"19_3","Week.19",19,2019-11-04,2019-11-07,"Lower Sacramento",6,24,0,99082.38917808,0,71559.50329528,88162170,0,NA,NA,NA,NA,""
"19_3","Week.19",19,2019-11-04,2019-11-07,"Cache Slough LI",6,23,0,76828.75092354,0,55487.4312225567,33420492,0,NA,NA,NA,NA,""
"19_3","Week.19",19,2019-11-04,2019-11-07,"Sac DW Ship Channel",6,24,0,85650.07061688,0,61858.3843344133,30411491,0,NA,NA,NA,NA,""
"19_3","Week.19",19,2019-11-04,2019-11-07,"Lower San Joaquin",3,12,0,46742.17707852,0,33758.2390011533,122096565,0,NA,NA,NA,NA,""
"19_3","Week.19",19,2019-11-04,2019-11-07,"Total",37,147,0,590465.76279152,0,426447.495349431,NA,0,0,NA,NA,NA,"Full"
"19_3","Week.20",20,2019-11-12,2019-11-15,"Western Delta",3,12,0,50072.28676296,0,36163.3182176933,190166275,0,NA,NA,NA,NA,""
"19_3","Week.20",20,2019-11-12,2019-11-15,"Suisun Bay",6,24,0,104791.2930603,0,75682.60054355,285840678,0,NA,NA,NA,NA,""
"19_3","Week.20",20,2019-11-12,2019-11-15,"Suisun Marsh",6,24,0,95729.92599478,0,69138.2798851189,76278718,0,NA,NA,NA,NA,""
"19_3","Week.20",20,2019-11-12,2019-11-15,"Lower Sacramento",7,26,2,98216.33150868,2,70934.0172007133,88162170,5055.91829328003,38307028.6667575,6189.26721565304,490,20869,""
"19_3","Week.20",20,2019-11-12,2019-11-15,"Cache Slough LI",6,24,0,83621.06936106,0,60392.9945385433,33420492,0,NA,NA,NA,NA,""
"19_3","Week.20",20,2019-11-12,2019-11-15,"Sac DW Ship Channel",6,24,0,84151.48756014,0,60776.07434899,30411491,0,NA,NA,NA,NA,""
"19_3","Week.20",20,2019-11-12,2019-11-15,"Lower San Joaquin",3,12,0,46478.65291608,0,33567.9159949467,122096565,0,NA,NA,NA,NA,""
"19_3","Week.20",20,2019-11-12,2019-11-15,"Total",37,146,2,563061.047164,2,406655.200729556,NA,5055.91829328003,38307028.6667575,6189.26721565304,490,20869,"Full"
"19_3","Week.21",21,2019-11-18,2019-11-22,"Western Delta",3,12,0,53798.01967848,0,38854.1253233467,190166275,0,NA,NA,NA,NA,""
"19_3","Week.21",21,2019-11-18,2019-11-22,"Suisun Bay",6,22,0,91939.26683634,0,66400.5816040233,285840678,0,NA,NA,NA,NA,""
"19_3","Week.21",21,2019-11-18,2019-11-22,"Suisun Marsh",6,22,0,85044.50422314,0,61421.0308278233,76278718,0,NA,NA,NA,NA,""
"19_3","Week.21",21,2019-11-18,2019-11-22,"Lower Sacramento",6,24,0,104662.56386586,0,75589.6294586767,88162170,0,NA,NA,NA,NA,""
"19_3","Week.21",21,2019-11-18,2019-11-22,"Cache Slough LI",6,22,0,74337.06594006,0,53687.88095671,33420492,0,NA,NA,NA,NA,""
"19_3","Week.21",21,2019-11-18,2019-11-22,"Sac DW Ship Channel",6,24,0,84357.38687376,0,60924.7794088267,30411491,0,NA,NA,NA,NA,""
"19_3","Week.21",21,2019-11-18,2019-11-22,"Lower San Joaquin",3,12,0,49312.71711828,0,35614.74014098,122096565,0,NA,NA,NA,NA,""
"19_3","Week.21",21,2019-11-18,2019-11-22,"Total",36,138,0,543451.52453592,0,392492.767720387,NA,0,0,NA,NA,NA,"Full"
"19_3","Week.22",22,2019-11-25,2019-11-29,"Western Delta",3,12,0,58661.42212392,0,42366.5826450533,190166275,0,NA,NA,NA,NA,""
"19_3","Week.22",22,2019-11-25,2019-11-29,"Suisun Bay",7,28,0,120588.58933506,0,87091.75896421,285840678,0,NA,NA,NA,NA,""
"19_3","Week.22",22,2019-11-25,2019-11-29,"Suisun Marsh",6,22,1,85749.14491836,1,61929.9379965933,76278718,1614.98797108838,7959341.04555222,2821.23041341047,79,8151,""
"19_3","Week.22",22,2019-11-25,2019-11-29,"Lower Sacramento",6,24,0,106307.06247546,0,76777.3228989433,88162170,0,NA,NA,NA,NA,""
"19_3","Week.22",22,2019-11-25,2019-11-29,"Cache Slough LI",6,24,0,90779.3561367,0,65562.86832095,33420492,0,NA,NA,NA,NA,""
"19_3","Week.22",22,2019-11-25,2019-11-29,"Sac DW Ship Channel",6,24,0,85480.90293204,0,61736.20767314,30411491,0,NA,NA,NA,NA,""
"19_3","Week.22",22,2019-11-25,2019-11-29,"Lower San Joaquin",3,12,0,45268.19410344,0,32693.6957413733,122096565,0,NA,NA,NA,NA,""
"19_3","Week.22",22,2019-11-25,2019-11-29,"Total",37,146,1,592834.67202498,1,428158.374240263,NA,1614.98797108838,7959341.04555222,2821.23041341047,79,8151,"Full"
"20_1","Week.1",1,2019-12-02,2019-12-05,"Western Delta",3,12,0,53278.94672254,0,38479.2392996122,190166275,0,NA,NA,NA,NA,""
"20_1","Week.1",1,2019-12-02,2019-12-05,"Suisun Bay",6,24,1,87100.80145998,1,62906.1343877633,285840678,4543.97929740974,20658278.3154333,4545.13787639421,628,16431,""
"20_1","Week.1",1,2019-12-02,2019-12-05,"Suisun Marsh",3,12,0,45926.3305347,0,33169.0164972833,76278718,0,NA,NA,NA,NA,""
"20_1","Week.1",1,2019-12-02,2019-12-05,"Lower Sacramento",7,28,0,126882.84036582,0,91637.60693087,88162170,0,NA,NA,NA,NA,""
"20_1","Week.1",1,2019-12-02,2019-12-05,"Cache Slough LI",3,12,0,55634.26413006,0,40180.30187171,33420492,0,NA,NA,NA,NA,""
"20_1","Week.1",1,2019-12-02,2019-12-05,"Sac DW Ship Channel",3,12,0,55185.0598992,0,39855.8765938667,30411491,0,NA,NA,NA,NA,""
"20_1","Week.1",1,2019-12-02,2019-12-05,"Lower San Joaquin",6,24,0,89568.22334922,0,64688.16130777,122096565,0,NA,NA,NA,NA,""
"20_1","Week.1",1,2019-12-02,2019-12-05,"Southern Delta",5,20,0,75062.2628679,0,54211.6342934833,136731814,0,NA,NA,NA,NA,""
"20_1","Week.1",1,2019-12-02,2019-12-05,"Total",36,144,1,588638.72932942,1,425127.971182359,NA,4543.97929740974,20658278.3154333,4545.13787639421,628,16431,"Full"
"20_1","Week.2",2,2019-12-09,2019-12-12,"Western Delta",3,12,0,55007.80451628,0,39727.8588173133,190166275,0,NA,NA,NA,NA,""
"20_1","Week.2",2,2019-12-09,2019-12-12,"Suisun Bay",7,28,0,105186.57930396,0,75968.08505286,285840678,0,NA,NA,NA,NA,""
"20_1","Week.2",2,2019-12-09,2019-12-12,"Suisun Marsh",3,12,0,47973.19212378,0,34647.30542273,76278718,0,NA,NA,NA,NA,""
"20_1","Week.2",2,2019-12-09,2019-12-12,"Lower Sacramento",7,28,0,107902.02393432,0,77929.23950812,88162170,0,NA,NA,NA,NA,""
"20_1","Week.2",2,2019-12-09,2019-12-12,"Cache Slough LI",3,12,0,44310.81284322,0,32002.2537201033,33420492,0,NA,NA,NA,NA,""
"20_1","Week.2",2,2019-12-09,2019-12-12,"Sac DW Ship Channel",3,10,1,38969.00059052,1,28144.2782042644,30411491,1522.45952320863,6023655.39667756,2454.31363046322,87,7374,""
"20_1","Week.2",2,2019-12-09,2019-12-12,"Lower San Joaquin",7,28,0,96192.38506416,0,69472.2781018933,122096565,0,NA,NA,NA,NA,""
"20_1","Week.2",2,2019-12-09,2019-12-12,"Southern Delta",5,19,0,69617.55712296,0,50279.3468110267,136731814,0,NA,NA,NA,NA,""
"20_1","Week.2",2,2019-12-09,2019-12-12,"Total",38,149,1,565159.3554992,1,408170.645638311,NA,1522.45952320863,6023655.39667756,2454.31363046322,87,7374,"Full"
"20_1","Week.3",3,2019-12-16,2019-12-19,"Western Delta",3,12,0,46021.36098714,0,33237.6496018233,190166275,0,NA,NA,NA,NA,""
"20_1","Week.3",3,2019-12-16,2019-12-19,"Suisun Bay",6,24,0,113507.4726786,0,81977.6191567667,285840678,0,NA,NA,NA,NA,""
"20_1","Week.3",3,2019-12-16,2019-12-19,"Suisun Marsh",3,12,1,49693.17591546,1,35889.5159389433,76278718,2830.12957428603,17129472.9067375,4138.77674038326,196,12995,""
"20_1","Week.3",3,2019-12-16,2019-12-19,"Lower Sacramento",6,24,0,86279.22613002,0,62312.7744272367,88162170,0,NA,NA,NA,NA,""
"20_1","Week.3",3,2019-12-16,2019-12-19,"Cache Slough LI",3,12,0,41896.63496634,0,30258.6808090233,33420492,0,NA,NA,NA,NA,""
"20_1","Week.3",3,2019-12-16,2019-12-19,"Sac DW Ship Channel",3,12,2,43825.55095842,2,31651.7868033033,30411491,3661.95352908906,11889686.8682023,3448.14252434587,559,12707,""
"20_1","Week.3",3,2019-12-16,2019-12-19,"Lower San Joaquin",6,24,0,97303.09560048,0,70274.45793368,122096565,0,NA,NA,NA,NA,""
"20_1","Week.3",3,2019-12-16,2019-12-19,"Southern Delta",6,23,0,80856.98621308,0,58396.7122650022,136731814,0,NA,NA,NA,NA,""
"20_1","Week.3",3,2019-12-16,2019-12-19,"Total",36,143,3,559383.50344954,3,403999.196935779,NA,6492.08310337508,29019159.7749398,5386.94345384652,1209,20640,"Full"
"20_1","Week.4",4,2019-12-23,2019-12-27,"Western Delta",3,12,0,58437.66247704,0,42204.97845564,190166275,0,NA,NA,NA,NA,""
"20_1","Week.4",4,2019-12-23,2019-12-27,"Suisun Bay",6,24,0,109293.78197892,0,78934.3980958867,285840678,0,NA,NA,NA,NA,""
"20_1","Week.4",4,2019-12-23,2019-12-27,"Suisun Marsh",3,12,0,49064.35738974,0,35435.3692259233,76278718,0,NA,NA,NA,NA,""
"20_1","Week.4",4,2019-12-23,2019-12-27,"Lower Sacramento",6,22,3,85824.29311302,3,61984.2116927367,88162170,7383.99830017827,100571410.4962,10028.5298272579,590,32479,""
"20_1","Week.4",4,2019-12-23,2019-12-27,"Cache Slough LI",3,12,0,44592.19733892,0,32205.4758558867,33420492,0,NA,NA,NA,NA,""
"20_1","Week.4",4,2019-12-23,2019-12-27,"Sac DW Ship Channel",3,12,0,44477.62161612,0,32122.7267227533,30411491,0,NA,NA,NA,NA,""
"20_1","Week.4",4,2019-12-23,2019-12-27,"Lower San Joaquin",6,24,0,99751.98318162,0,72043.0989645033,122096565,0,NA,NA,NA,NA,""
"20_1","Week.4",4,2019-12-23,2019-12-27,"Southern Delta",5,20,0,73558.62499986,0,53125.67361101,136731814,0,NA,NA,NA,NA,""
"20_1","Week.4",4,2019-12-23,2019-12-27,"Total",35,138,3,565000.52209524,3,408055.93262434,NA,7383.99830017827,100571410.4962,10028.5298272579,590,32479,"Full"
"20_1","Week.5",5,2019-12-30,2020-01-03,"Western Delta",3,12,0,51305.99770758,0,37054.3316776967,190166275,0,NA,NA,NA,NA,""
"20_1","Week.5",5,2019-12-30,2020-01-03,"Suisun Bay",6,24,0,93193.53401358,0,67306.44123203,285840678,0,NA,NA,NA,NA,""
"20_1","Week.5",5,2019-12-30,2020-01-03,"Suisun Marsh",3,12,0,48288.27536148,0,34874.8655388467,76278718,0,NA,NA,NA,NA,""
"20_1","Week.5",5,2019-12-30,2020-01-03,"Lower Sacramento",6,24,0,88987.93101198,0,64269.06128643,88162170,0,NA,NA,NA,NA,""
"20_1","Week.5",5,2019-12-30,2020-01-03,"Cache Slough LI",3,12,0,46649.1685506,0,33691.0661754333,33420492,0,NA,NA,NA,NA,""
"20_1","Week.5",5,2019-12-30,2020-01-03,"Sac DW Ship Channel",3,12,0,40894.77136668,0,29535.1126537133,30411491,0,NA,NA,NA,NA,""
"20_1","Week.5",5,2019-12-30,2020-01-03,"Lower San Joaquin",6,22,0,86823.79780074,0,62706.0761894233,122096565,0,NA,NA,NA,NA,""
"20_1","Week.5",5,2019-12-30,2020-01-03,"Southern Delta",5,19,0,69005.25098082,0,49837.12570837,136731814,0,NA,NA,NA,NA,""
"20_1","Week.5",5,2019-12-30,2020-01-03,"Total",35,137,0,525148.72679346,0,379274.080461943,NA,0,0,NA,NA,NA,"Full"
"20_1","Week.6",6,2020-01-06,2020-01-10,"Western Delta",3,12,0,54314.95838076,0,39227.46994166,190166275,0,NA,NA,NA,NA,""
"20_1","Week.6",6,2020-01-06,2020-01-10,"Suisun Bay",6,24,0,93017.28959292,0,67179.1535948867,285840678,0,NA,NA,NA,NA,""
"20_1","Week.6",6,2020-01-06,2020-01-10,"Suisun Marsh",3,12,0,48789.37565502,0,35236.7713064033,76278718,0,NA,NA,NA,NA,""
"20_1","Week.6",6,2020-01-06,2020-01-10,"Lower Sacramento",6,22,0,78921.8921183,0,56999.1443076611,88162170,0,NA,NA,NA,NA,""
"20_1","Week.6",6,2020-01-06,2020-01-10,"Cache Slough LI",3,12,0,42126.7973742,0,30424.9092147,33420492,0,NA,NA,NA,NA,""
"20_1","Week.6",6,2020-01-06,2020-01-10,"Sac DW Ship Channel",3,12,0,42209.02230468,0,30484.2938867133,30411491,0,NA,NA,NA,NA,""
"20_1","Week.6",6,2020-01-06,2020-01-10,"Lower San Joaquin",6,24,0,102410.81392542,0,73963.3656128033,122096565,0,NA,NA,NA,NA,""
"20_1","Week.6",6,2020-01-06,2020-01-10,"Southern Delta",5,19,0,71265.76259418,0,51469.71742913,136731814,0,NA,NA,NA,NA,""
"20_1","Week.6",6,2020-01-06,2020-01-10,"Total",35,137,0,533055.91194548,0,384984.825293958,NA,0,0,NA,NA,NA,"Full"
"20_1","Week.7",7,2020-01-13,2020-01-16,"Western Delta",3,12,0,53208.96566832,0,38428.69742712,190166275,0,NA,NA,NA,NA,""
"20_1","Week.7",7,2020-01-13,2020-01-16,"Suisun Bay",7,28,0,131270.0795868,0,94806.1685904667,285840678,0,NA,NA,NA,NA,""
"20_1","Week.7",7,2020-01-13,2020-01-16,"Suisun Marsh",3,12,1,45330.87376356,1,32738.9643847933,76278718,2329.991140218,5432608.80972824,2330.79574603358,322,8426,""
"20_1","Week.7",7,2020-01-13,2020-01-16,"Lower Sacramento",6,22,1,86491.52820462,1,62466.1037033367,88162170,1412.08918353179,2000650.36515232,1414.44348248784,195,5111,""
"20_1","Week.7",7,2020-01-13,2020-01-16,"Cache Slough LI",3,12,0,47801.32853958,0,34523.18172303,33420492,0,NA,NA,NA,NA,""
"20_1","Week.7",7,2020-01-13,2020-01-16,"Sac DW Ship Channel",3,12,0,43217.96264016,0,31212.9730178933,30411491,0,NA,NA,NA,NA,""
"20_1","Week.7",7,2020-01-13,2020-01-16,"Lower San Joaquin",6,24,0,94649.31966798,0,68357.84198243,122096565,0,NA,NA,NA,NA,""
"20_1","Week.7",7,2020-01-13,2020-01-16,"Southern Delta",6,24,0,85742.06818254,0,61924.8270207233,136731814,0,NA,NA,NA,NA,""
"20_1","Week.7",7,2020-01-13,2020-01-16,"Total",37,146,2,587712.12625356,2,424458.757849793,NA,3742.08032374979,7433259.17488056,2726.40040619139,842,10867,"Full"
"20_1","Week.8",8,2020-01-21,2020-01-24,"Western Delta",2,6,0,26545.51003566,0,19171.7572479767,190166275,0,NA,NA,NA,NA,""
"20_1","Week.8",8,2020-01-21,2020-01-24,"Suisun Bay",5,20,0,66022.91231382,0,47683.21444887,285840678,0,NA,NA,NA,NA,""
"20_1","Week.8",8,2020-01-21,2020-01-24,"Suisun Marsh",3,12,0,49178.93311254,0,35518.1183590567,76278718,0,NA,NA,NA,NA,""
"20_1","Week.8",8,2020-01-21,2020-01-24,"Lower Sacramento",6,22,1,90188.28020202,1,65135.9801459033,88162170,1357.85466872321,2031066.45950927,1425.1548896556,173,5072,""
"20_1","Week.8",8,2020-01-21,2020-01-24,"Cache Slough LI",3,12,0,46554.812073,0,33622.9198305,33420492,0,NA,NA,NA,NA,""
"20_1","Week.8",8,2020-01-21,2020-01-24,"Sac DW Ship Channel",3,12,0,50135.3034105,0,36208.8302409167,30411491,0,NA,NA,NA,NA,""
"20_1","Week.8",8,2020-01-21,2020-01-24,"Lower San Joaquin",6,24,0,97304.33122102,0,70275.3503262922,122096565,0,NA,NA,NA,NA,""
"20_1","Week.8",8,2020-01-21,2020-01-24,"Southern Delta",6,21,0,82398.4790013,0,59510.01261205,136731814,0,NA,NA,NA,NA,""
"20_1","Week.8",8,2020-01-21,2020-01-24,"Total",34,129,1,508328.56136986,1,367126.183211566,NA,1357.85466872321,2031066.45950927,1425.1548896556,173,5072,"Full"
"20_1","Week.9",9,2020-01-27,2020-01-31,"Western Delta",3,12,0,42773.47623318,0,30891.9550572967,190166275,0,NA,NA,NA,NA,""
"20_1","Week.9",9,2020-01-27,2020-01-31,"Suisun Bay",6,24,0,101982.83990202,0,73654.27326257,285840678,0,NA,NA,NA,NA,""
"20_1","Week.9",9,2020-01-27,2020-01-31,"Suisun Marsh",4,16,0,60365.56750686,0,43597.35431051,76278718,0,NA,NA,NA,NA,""
"20_1","Week.9",9,2020-01-27,2020-01-31,"Lower Sacramento",6,24,0,94681.33347288,0,68380.9630637467,88162170,0,NA,NA,NA,NA,""
"20_1","Week.9",9,2020-01-27,2020-01-31,"Cache Slough LI",3,10,0,39116.82573876,0,28251.0408113267,33420492,0,NA,NA,NA,NA,""
"20_1","Week.9",9,2020-01-27,2020-01-31,"Sac DW Ship Channel",3,12,0,39895.9406538,0,28813.7349166333,30411491,0,NA,NA,NA,NA,""
"20_1","Week.9",9,2020-01-27,2020-01-31,"Lower San Joaquin",6,24,0,94456.56286374,0,68218.6287349233,122096565,0,NA,NA,NA,NA,""
"20_1","Week.9",9,2020-01-27,2020-01-31,"Southern Delta",5,20,0,75497.31362712,0,54525.8376195867,136731814,0,NA,NA,NA,NA,""
"20_1","Week.9",9,2020-01-27,2020-01-31,"Total",36,142,0,548769.85999836,0,396333.787776593,NA,0,0,NA,NA,NA,"Full"
"20_1","Week.10",10,2020-02-03,2020-02-06,"Western Delta",3,12,0,57480.61820424,0,41513.7798141733,190166275,0,NA,NA,NA,NA,""
"20_1","Week.10",10,2020-02-03,2020-02-06,"Suisun Bay",6,24,0,97079.67294102,0,70113.09712407,285840678,0,NA,NA,NA,NA,""
"20_1","Week.10",10,2020-02-03,2020-02-06,"Suisun Marsh",4,14,0,56002.59138012,0,40446.3159967533,76278718,0,NA,NA,NA,NA,""
"20_1","Week.10",10,2020-02-03,2020-02-06,"Lower Sacramento",7,28,0,104924.74007862,0,75778.97894567,88162170,0,NA,NA,NA,NA,""
"20_1","Week.10",10,2020-02-03,2020-02-06,"Cache Slough LI",3,12,0,48720.29323392,0,35186.87844672,33420492,0,NA,NA,NA,NA,""
"20_1","Week.10",10,2020-02-03,2020-02-06,"Sac DW Ship Channel",3,12,0,52658.66521146,0,38031.2582082767,30411491,0,NA,NA,NA,NA,""
"20_1","Week.10",10,2020-02-03,2020-02-06,"Lower San Joaquin",8,32,0,139551.20844588,0,100786.98387758,122096565,0,NA,NA,NA,NA,""
"20_1","Week.10",10,2020-02-03,2020-02-06,"Southern Delta",5,20,0,74821.99083744,0,54038.1044937067,136731814,0,NA,NA,NA,NA,""
"20_1","Week.10",10,2020-02-03,2020-02-06,"Total",39,154,0,631239.7803327,0,455895.39690695,NA,0,0,NA,NA,NA,"Full"
"20_1","Week.11",11,2020-02-10,2020-02-13,"Western Delta",3,12,0,58312.3031568,0,42114.4411688,190166275,0,NA,NA,NA,NA,""
"20_1","Week.11",11,2020-02-10,2020-02-13,"Suisun Bay",7,26,1,145399.62511998,1,105010.84036443,285840678,2723.21092955326,7476878.26959054,2734.38809783662,374,9873,""
"20_1","Week.11",11,2020-02-10,2020-02-13,"Suisun Marsh",3,12,0,53625.48211944,0,38729.51486404,76278718,0,NA,NA,NA,NA,""
"20_1","Week.11",11,2020-02-10,2020-02-13,"Lower Sacramento",7,28,0,122929.30395438,0,88782.2750781633,88162170,0,NA,NA,NA,NA,""
"20_1","Week.11",11,2020-02-10,2020-02-13,"Cache Slough LI",3,10,0,35798.1736266,0,25854.2365081,33420492,0,NA,NA,NA,NA,""
"20_1","Week.11",11,2020-02-10,2020-02-13,"Sac DW Ship Channel",3,12,0,46017.65412552,0,33234.9724239867,30411491,0,NA,NA,NA,NA,""
"20_1","Week.11",11,2020-02-10,2020-02-13,"Lower San Joaquin",7,28,0,100335.64539306,0,72464.6327838767,122096565,0,NA,NA,NA,NA,""
"20_1","Week.11",11,2020-02-10,2020-02-13,"Southern Delta",6,24,0,85122.68530458,0,61477.4949421967,136731814,0,NA,NA,NA,NA,""
"20_1","Week.11",11,2020-02-10,2020-02-13,"Total",39,152,1,647540.87280036,1,467668.408133593,NA,2723.21092955326,7476878.26959054,2734.38809783662,374,9873,"Full"
"20_1","Week.12",12,2020-02-18,2020-02-21,"Western Delta",4,13,0,54063.22877802,0,39045.66522857,190166275,0,NA,NA,NA,NA,""
"20_1","Week.12",12,2020-02-18,2020-02-21,"Suisun Bay",7,28,0,118870.96445532,0,85851.25210662,285840678,0,NA,NA,NA,NA,""
"20_1","Week.12",12,2020-02-18,2020-02-21,"Suisun Marsh",3,12,0,43423.18797894,0,31361.1913181233,76278718,0,NA,NA,NA,NA,""
"20_1","Week.12",12,2020-02-18,2020-02-21,"Lower Sacramento",7,28,0,103794.82125936,0,74962.9264650933,88162170,0,NA,NA,NA,NA,""
"20_1","Week.12",12,2020-02-18,2020-02-21,"Cache Slough LI",3,12,0,43481.4868026,0,31403.2960241,33420492,0,NA,NA,NA,NA,""
"20_1","Week.12",12,2020-02-18,2020-02-21,"Sac DW Ship Channel",3,12,1,48161.56809156,1,34783.3547327933,30411491,874.336121540481,764753.782581413,874.502019769773,121,3161,""
"20_1","Week.12",12,2020-02-18,2020-02-21,"Lower San Joaquin",6,24,0,98339.33191698,0,71022.85082893,122096565,0,NA,NA,NA,NA,""
"20_1","Week.12",12,2020-02-18,2020-02-21,"Southern Delta",6,24,0,83908.1826429,0,60600.3541309833,136731814,0,NA,NA,NA,NA,""
"20_1","Week.12",12,2020-02-18,2020-02-21,"Total",39,153,1,594042.77192568,1,429030.890835213,NA,874.336121540481,764753.782581413,874.502019769773,121,3161,"Full"
"20_1","Week.13",13,2020-02-24,2020-02-27,"Western Delta",3,12,0,53813.18411238,0,38865.0774144967,190166275,0,NA,NA,NA,NA,""
"20_1","Week.13",13,2020-02-24,2020-02-27,"Suisun Bay",7,28,0,132960.40848552,0,96026.9616839867,285840678,0,NA,NA,NA,NA,""
"20_1","Week.13",13,2020-02-24,2020-02-27,"Suisun Marsh",3,12,0,44748.22251438,0,32318.16070483,76278718,0,NA,NA,NA,NA,""
"20_1","Week.13",13,2020-02-24,2020-02-27,"Lower Sacramento",6,24,0,87681.09379722,0,63325.2344091033,88162170,0,NA,NA,NA,NA,""
"20_1","Week.13",13,2020-02-24,2020-02-27,"Cache Slough LI",4,11,0,39308.23459332,0,28389.28053962,33420492,0,NA,NA,NA,NA,""
"20_1","Week.13",13,2020-02-24,2020-02-27,"Sac DW Ship Channel",3,12,0,44595.2302257,0,32207.6662741167,30411491,0,NA,NA,NA,NA,""
"20_1","Week.13",13,2020-02-24,2020-02-27,"Lower San Joaquin",7,28,0,116865.5523189,0,84402.8988969833,122096565,0,NA,NA,NA,NA,""
"20_1","Week.13",13,2020-02-24,2020-02-27,"Southern Delta",5,20,0,76818.64130094,0,55480.1298284567,136731814,0,NA,NA,NA,NA,""
"20_1","Week.13",13,2020-02-24,2020-02-27,"Total",38,147,0,596790.56734836,0,431015.409751593,NA,0,0,NA,NA,NA,"Full"
"20_1","Week.14",14,2020-03-02,2020-03-05,"Western Delta",3,12,0,52691.01600378,0,38054.6226693967,190166275,0,NA,NA,NA,NA,""
"20_1","Week.14",14,2020-03-02,2020-03-05,"Suisun Bay",7,28,0,106737.73239822,0,77088.3622876033,285840678,0,NA,NA,NA,NA,""
"20_1","Week.14",14,2020-03-02,2020-03-05,"Suisun Marsh",3,10,0,37581.17406582,0,27141.9590475367,76278718,0,NA,NA,NA,NA,""
"20_1","Week.14",14,2020-03-02,2020-03-05,"Lower Sacramento",6,22,0,83742.72181968,0,60480.8546475467,88162170,0,NA,NA,NA,NA,""
"20_1","Week.14",14,2020-03-02,2020-03-05,"Cache Slough LI",3,12,0,48940.6830066,0,35346.0488381,33420492,0,NA,NA,NA,NA,""
"20_1","Week.14",14,2020-03-02,2020-03-05,"Sac DW Ship Channel",3,11,1,41703.8781621,1,30119.4675615167,30411491,1012.9080500462,1023175.79945568,1011.52152693637,140,3659,""
"20_1","Week.14",14,2020-03-02,2020-03-05,"Lower San Joaquin",6,24,0,94989.00298734,0,68603.16882419,122096565,0,NA,NA,NA,NA,""
"20_1","Week.14",14,2020-03-02,2020-03-05,"Southern Delta",6,24,0,96169.80690702,0,69455.97165507,136731814,0,NA,NA,NA,NA,""
"20_1","Week.14",14,2020-03-02,2020-03-05,"Total",37,143,1,562556.01535056,1,406290.45553096,NA,1012.9080500462,1023175.79945568,1011.52152693637,140,3659,"Full"
"20_1","Week.15",15,2020-03-09,2020-03-12,"Western Delta",3,12,0,55071.83212608,0,39774.1009799467,190166275,0,NA,NA,NA,NA,""
"20_1","Week.15",15,2020-03-09,2020-03-12,"Suisun Bay",7,28,0,137517.48936618,0,99318.1867644633,285840678,0,NA,NA,NA,NA,""
"20_1","Week.15",15,2020-03-09,2020-03-12,"Suisun Marsh",3,12,0,44931.20668344,0,32450.31593804,76278718,0,NA,NA,NA,NA,""
"20_1","Week.15",15,2020-03-09,2020-03-12,"Lower Sacramento",6,24,0,110648.80839474,0,79913.02828509,88162170,0,NA,NA,NA,NA,""
"20_1","Week.15",15,2020-03-09,2020-03-12,"Cache Slough LI",3,12,0,45385.80271302,0,32778.6352927367,33420492,0,NA,NA,NA,NA,""
"20_1","Week.15",15,2020-03-09,2020-03-12,"Sac DW Ship Channel",3,12,0,47674.28428224,0,34431.4275371733,30411491,0,NA,NA,NA,NA,""
"20_1","Week.15",15,2020-03-09,2020-03-12,"Lower San Joaquin",6,24,0,97187.50891542,0,70190.9786611367,122096565,0,NA,NA,NA,NA,""
"20_1","Week.15",15,2020-03-09,2020-03-12,"Southern Delta",5,20,0,77192.36034972,0,55750.0380303533,136731814,0,NA,NA,NA,NA,""
"20_1","Week.15",15,2020-03-09,2020-03-12,"Total",36,144,0,615609.29283084,0,444606.71148894,NA,0,0,NA,NA,NA,"Full"
"20_1","Week.16",16,2020-03-16,2020-03-20,"Western Delta",3,12,0,47600.48403726,0,34378.1273602433,190166275,0,NA,NA,NA,NA,""
"20_1","Week.16",16,2020-03-16,2020-03-20,"Suisun Bay",6,24,0,91013.89938102,0,65732.26066407,285840678,0,NA,NA,NA,NA,""
"20_1","Week.16",16,2020-03-16,2020-03-20,"Suisun Marsh",3,12,0,47488.60421382,0,34297.3252655367,76278718,0,NA,NA,NA,NA,""
"20_1","Week.16",16,2020-03-16,2020-03-20,"Lower Sacramento",6,24,0,102395.3125041,0,73952.17014185,88162170,0,NA,NA,NA,NA,""
